t;h0;g;dt;r;cd;m;Density;rf;F_cw;F_g;F_a;F_res;a;v;h
18.64000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.53327;0.75705
18.65000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.50066;0.75705
18.66000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.46805;0.75705
18.67000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.43544;0.75705
18.68000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.40283;0.75705
18.69000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.37021;0.75705
18.70000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.33760;0.75705
18.71000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.30499;0.75705
18.72000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.27238;0.75705
18.73000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.23977;0.75705
18.74000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.20716;0.75705
18.75000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.17454;0.75705
18.76000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.14193;0.75705
18.77000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.10932;0.75705
18.78000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.07671;0.75705
18.79000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.04410;0.75705
18.80000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;200.01149;0.75705
18.81000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.97888;0.75705
18.82000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.94626;0.75705
18.83000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.91365;0.75705
18.84000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.88104;0.75705
18.85000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.84843;0.75705
18.86000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.81582;0.75705
18.87000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.78321;0.75705
18.88000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.75059;0.75705
18.89000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.71798;0.75705
18.90000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.68537;0.75705
18.91000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.65276;0.75705
18.92000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.62015;0.75705
18.93000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.58754;0.75705
18.94000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.55492;0.75705
18.95000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.52231;0.75705
18.96000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.48970;0.75705
18.97000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.45709;0.75705
18.98000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.42448;0.75705
18.99000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.39187;0.75705
19.00000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.35926;0.75705
19.01000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.32664;0.75705
19.02000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.29403;0.75705
19.03000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.26142;0.75705
19.04000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.22881;0.75705
19.05000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.19620;0.75705
19.06000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.16359;0.75705
19.07000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.13097;0.75705
19.08000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.09836;0.75705
19.09000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.06575;0.75705
19.10000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.03314;0.75705
19.11000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;199.00053;0.75705
19.12000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.96792;0.75705
19.13000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.93530;0.75705
19.14000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.90269;0.75705
19.15000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.87008;0.75705
19.16000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.83747;0.75705
19.17000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.80486;0.75705
19.18000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.77225;0.75705
19.19000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.73964;0.75705
19.20000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.70702;0.75705
19.21000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.67441;0.75705
19.22000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.64180;0.75705
19.23000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.60919;0.75705
19.24000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.57658;0.75705
19.25000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.54397;0.75705
19.26000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.51135;0.75705
19.27000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.47874;0.75705
19.28000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.44613;0.75705
19.29000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.41352;0.75705
19.30000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.38091;0.75705
19.31000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.34830;0.75705
19.32000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.31569;0.75705
19.33000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.28307;0.75705
19.34000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.25046;0.75705
19.35000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.21785;0.75705
19.36000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.18524;0.75705
19.37000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.15263;0.75705
19.38000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.12002;0.75705
19.39000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.08740;0.75705
19.40000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.05479;0.75705
19.41000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;198.02218;0.75705
19.42000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.98957;0.75705
19.43000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.95696;0.75705
19.44000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.92435;0.75705
19.45000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.89173;0.75705
19.46000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.85912;0.75705
19.47000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.82651;0.75705
19.48000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.79390;0.75705
19.49000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.76129;0.75705
19.50000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.72868;0.75705
19.51000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.69607;0.75705
19.52000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.66345;0.75705
19.53000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.63084;0.75705
19.54000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.59823;0.75705
19.55000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.56562;0.75705
19.56000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.53301;0.75705
19.57000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.50040;0.75705
19.58000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.46778;0.75705
19.59000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.43517;0.75705
19.60000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.40256;0.75705
19.61000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.36995;0.75705
19.62000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.33734;0.75705
19.63000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.30473;0.75705
19.64000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.27211;0.75705
19.65000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.23950;0.75705
19.66000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.20689;0.75705
19.67000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.17428;0.75705
19.68000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.14167;0.75705
19.69000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.10906;0.75705
19.70000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.07645;0.75705
19.71000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.04383;0.75705
19.72000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;197.01122;0.75705
19.73000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.97861;0.75705
19.74000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.94600;0.75705
19.75000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.91339;0.75705
19.76000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.88078;0.75705
19.77000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.84816;0.75705
19.78000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.81555;0.75705
19.79000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.78294;0.75705
19.80000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.75033;0.75705
19.81000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.71772;0.75705
19.82000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.68511;0.75705
19.83000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.65250;0.75705
19.84000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.61988;0.75705
19.85000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.58727;0.75705
19.86000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.55466;0.75705
19.87000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.52205;0.75705
19.88000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.48944;0.75705
19.89000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.45683;0.75705
19.90000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.42421;0.75705
19.91000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.39160;0.75705
19.92000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.35899;0.75705
19.93000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.32638;0.75705
19.94000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.29377;0.75705
19.95000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.26116;0.75705
19.96000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.22854;0.75705
19.97000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.19593;0.75705
19.98000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.16332;0.75705
19.99000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.13071;0.75705
20.00000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.09810;0.75705
20.01000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.06549;0.75705
20.02000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.03288;0.75705
20.03000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;196.00026;0.75705
20.04000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;195.96765;0.75705
20.05000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;195.93504;0.75705
20.06000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;195.90243;0.75705
20.07000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;195.86982;0.75705
20.08000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;195.83721;0.75705
20.09000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;195.80459;0.75705
20.10000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;195.77198;0.75705
20.11000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;195.73937;0.75705
20.12000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;195.70676;0.75705
20.13000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40215;1.22498;0.37094;-3.94505;3.94505;0.00000;0.00000;0.00000;-3.26116;195.67415;0.75705
