t;h0;g;dt;r;cd;m;Density;rf;F_cw;F_g;F_a;F_res;a;v;h
36.62000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.57037;0.75705
36.63000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.53749;0.75705
36.64000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.50461;0.75705
36.65000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.47173;0.75705
36.66000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.43885;0.75705
36.67000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.40597;0.75705
36.68000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.37309;0.75705
36.69000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.34021;0.75705
36.70000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.30733;0.75705
36.71000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.27445;0.75705
36.72000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.24157;0.75705
36.73000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.20869;0.75705
36.74000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.17581;0.75705
36.75000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.14292;0.75705
36.76000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.11004;0.75705
36.77000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.07716;0.75705
36.78000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.04428;0.75705
36.79000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;187.01140;0.75705
36.80000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.97852;0.75705
36.81000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.94564;0.75705
36.82000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.91276;0.75705
36.83000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.87988;0.75705
36.84000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.84700;0.75705
36.85000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.81412;0.75705
36.86000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.78124;0.75705
36.87000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.74836;0.75705
36.88000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.71547;0.75705
36.89000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.68259;0.75705
36.90000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.64971;0.75705
36.91000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.61683;0.75705
36.92000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.58395;0.75705
36.93000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.55107;0.75705
36.94000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.51819;0.75705
36.95000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.48531;0.75705
36.96000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.45243;0.75705
36.97000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.41955;0.75705
36.98000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.38667;0.75705
36.99000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.35379;0.75705
37.00000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.32091;0.75705
37.01000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.28803;0.75705
37.02000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.25514;0.75705
37.03000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.22226;0.75705
37.04000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.18938;0.75705
37.05000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.15650;0.75705
37.06000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.12362;0.75705
37.07000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.09074;0.75705
37.08000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.05786;0.75705
37.09000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;186.02498;0.75705
37.10000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.99210;0.75705
37.11000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.95922;0.75705
37.12000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.92634;0.75705
37.13000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.89346;0.75705
37.14000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.86058;0.75705
37.15000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.82770;0.75705
37.16000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.79481;0.75705
37.17000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.76193;0.75705
37.18000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.72905;0.75705
37.19000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.69617;0.75705
37.20000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.66329;0.75705
37.21000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.63041;0.75705
37.22000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.59753;0.75705
37.23000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.56465;0.75705
37.24000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.53177;0.75705
37.25000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.49889;0.75705
37.26000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.46601;0.75705
37.27000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.43313;0.75705
37.28000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.40025;0.75705
37.29000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.36737;0.75705
37.30000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.33448;0.75705
37.31000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.30160;0.75705
37.32000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.26872;0.75705
37.33000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.23584;0.75705
37.34000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.20296;0.75705
37.35000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.17008;0.75705
37.36000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.13720;0.75705
37.37000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.10432;0.75705
37.38000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.07144;0.75705
37.39000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.03856;0.75705
37.40000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;185.00568;0.75705
37.41000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.97280;0.75705
37.42000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.93992;0.75705
37.43000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.90703;0.75705
37.44000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.87415;0.75705
37.45000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.84127;0.75705
37.46000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.80839;0.75705
37.47000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.77551;0.75705
37.48000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.74263;0.75705
37.49000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.70975;0.75705
37.50000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.67687;0.75705
37.51000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.64399;0.75705
37.52000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.61111;0.75705
37.53000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.57823;0.75705
37.54000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.54535;0.75705
37.55000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.51247;0.75705
37.56000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.47959;0.75705
37.57000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.44670;0.75705
37.58000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.41382;0.75705
37.59000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.38094;0.75705
37.60000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.34806;0.75705
37.61000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.31518;0.75705
37.62000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.28230;0.75705
37.63000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.24942;0.75705
37.64000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.21654;0.75705
37.65000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.18366;0.75705
37.66000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.15078;0.75705
37.67000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.11790;0.75705
37.68000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.08502;0.75705
37.69000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.05214;0.75705
37.70000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;184.01926;0.75705
37.71000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.98637;0.75705
37.72000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.95349;0.75705
37.73000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.92061;0.75705
37.74000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.88773;0.75705
37.75000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.85485;0.75705
37.76000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.82197;0.75705
37.77000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.78909;0.75705
37.78000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.75621;0.75705
37.79000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.72333;0.75705
37.80000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.69045;0.75705
37.81000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.65757;0.75705
37.82000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.62469;0.75705
37.83000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.59181;0.75705
37.84000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.55893;0.75705
37.85000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.52604;0.75705
37.86000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.49316;0.75705
37.87000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.46028;0.75705
37.88000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.42740;0.75705
37.89000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.39452;0.75705
37.90000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.36164;0.75705
37.91000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.32876;0.75705
37.92000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.29588;0.75705
37.93000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.26300;0.75705
37.94000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.23012;0.75705
37.95000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.19724;0.75705
37.96000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.16436;0.75705
37.97000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.13148;0.75705
37.98000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.09859;0.75705
37.99000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.06571;0.75705
38.00000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;183.03283;0.75705
38.01000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;182.99995;0.75705
38.02000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;182.96707;0.75705
38.03000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;182.93419;0.75705
38.04000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;182.90131;0.75705
38.05000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;182.86843;0.75705
38.06000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;182.83555;0.75705
38.07000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;182.80267;0.75705
38.08000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;182.76979;0.75705
38.09000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;182.73691;0.75705
38.10000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;182.70403;0.75705
38.11000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22498;0.37095;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28807;182.67115;0.75705
