t;h0;g;dt;r;cd;m;Density;rf;F_cw;F_g;F_a;F_res;a;v;h
20.79000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.62064;0.75705
20.80000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.58776;0.75705
20.81000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.55487;0.75705
20.82000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.52199;0.75705
20.83000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.48911;0.75705
20.84000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.45623;0.75705
20.85000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.42335;0.75705
20.86000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.39047;0.75705
20.87000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.35759;0.75705
20.88000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.32471;0.75705
20.89000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.29183;0.75705
20.90000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.25895;0.75705
20.91000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.22607;0.75705
20.92000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.19319;0.75705
20.93000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.16030;0.75705
20.94000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.12742;0.75705
20.95000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.09454;0.75705
20.96000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.06166;0.75705
20.97000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;239.02878;0.75705
20.98000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.99590;0.75705
20.99000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.96302;0.75705
21.00000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.93014;0.75705
21.01000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.89726;0.75705
21.02000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.86438;0.75705
21.03000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.83150;0.75705
21.04000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.79862;0.75705
21.05000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.76574;0.75705
21.06000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.73285;0.75705
21.07000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.69997;0.75705
21.08000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.66709;0.75705
21.09000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.63421;0.75705
21.10000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.60133;0.75705
21.11000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.56845;0.75705
21.12000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.53557;0.75705
21.13000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.50269;0.75705
21.14000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.46981;0.75705
21.15000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.43693;0.75705
21.16000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.40405;0.75705
21.17000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.37117;0.75705
21.18000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.33828;0.75705
21.19000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.30540;0.75705
21.20000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.27252;0.75705
21.21000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.23964;0.75705
21.22000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.20676;0.75705
21.23000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.17388;0.75705
21.24000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.14100;0.75705
21.25000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.10812;0.75705
21.26000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.07524;0.75705
21.27000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.04236;0.75705
21.28000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;238.00948;0.75705
21.29000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.97660;0.75705
21.30000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.94371;0.75705
21.31000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.91083;0.75705
21.32000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.87795;0.75705
21.33000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.84507;0.75705
21.34000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.81219;0.75705
21.35000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.77931;0.75705
21.36000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.74643;0.75705
21.37000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.71355;0.75705
21.38000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.68067;0.75705
21.39000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.64779;0.75705
21.40000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.61491;0.75705
21.41000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.58203;0.75705
21.42000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.54915;0.75705
21.43000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.51626;0.75705
21.44000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.48338;0.75705
21.45000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.45050;0.75705
21.46000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.41762;0.75705
21.47000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.38474;0.75705
21.48000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.35186;0.75705
21.49000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.31898;0.75705
21.50000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.28610;0.75705
21.51000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.25322;0.75705
21.52000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.22034;0.75705
21.53000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.18746;0.75705
21.54000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.15458;0.75705
21.55000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.12169;0.75705
21.56000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.08881;0.75705
21.57000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.05593;0.75705
21.58000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;237.02305;0.75705
21.59000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.99017;0.75705
21.60000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.95729;0.75705
21.61000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.92441;0.75705
21.62000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.89153;0.75705
21.63000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.85865;0.75705
21.64000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.82577;0.75705
21.65000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.79289;0.75705
21.66000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.76001;0.75705
21.67000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.72712;0.75705
21.68000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.69424;0.75705
21.69000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.66136;0.75705
21.70000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.62848;0.75705
21.71000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.59560;0.75705
21.72000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.56272;0.75705
21.73000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.52984;0.75705
21.74000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.49696;0.75705
21.75000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.46408;0.75705
21.76000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.43120;0.75705
21.77000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.39832;0.75705
21.78000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.36544;0.75705
21.79000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.33256;0.75705
21.80000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.29967;0.75705
21.81000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.26679;0.75705
21.82000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.23391;0.75705
21.83000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.20103;0.75705
21.84000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.16815;0.75705
21.85000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.13527;0.75705
21.86000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.10239;0.75705
21.87000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.06951;0.75705
21.88000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.03663;0.75705
21.89000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;236.00375;0.75705
21.90000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.97087;0.75705
21.91000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.93799;0.75705
21.92000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.90510;0.75705
21.93000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.87222;0.75705
21.94000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.83934;0.75705
21.95000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.80646;0.75705
21.96000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.77358;0.75705
21.97000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.74070;0.75705
21.98000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.70782;0.75705
21.99000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.67494;0.75705
22.00000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.64206;0.75705
22.01000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.60918;0.75705
22.02000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.57630;0.75705
22.03000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.54342;0.75705
22.04000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.51053;0.75705
22.05000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.47765;0.75705
22.06000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.44477;0.75705
22.07000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.41189;0.75705
22.08000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.37901;0.75705
22.09000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.34613;0.75705
22.10000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.31325;0.75705
22.11000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.28037;0.75705
22.12000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.24749;0.75705
22.13000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.21461;0.75705
22.14000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.18173;0.75705
22.15000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.14885;0.75705
22.16000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.11597;0.75705
22.17000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.08308;0.75705
22.18000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.05020;0.75705
22.19000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;235.01732;0.75705
22.20000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;234.98444;0.75705
22.21000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;234.95156;0.75705
22.22000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;234.91868;0.75705
22.23000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;234.88580;0.75705
22.24000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;234.85292;0.75705
22.25000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;234.82004;0.75705
22.26000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;234.78716;0.75705
22.27000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;234.75428;0.75705
22.28000;0.00000;9.81000;0.01000;1.64638122642802408E251;0.80000;0.40881;1.22497;0.37094;-4.01045;4.01045;0.00000;0.00000;0.00000;-3.28808;234.72140;0.75705
