t;h0;g;dt;r;cd;m;Density;rf;F_cw;F_g;F_a;F_res;a;v;h
0.59000;0.00000;9.81000;0.01000;0.04000;0.64000;0.47098;1.22500;0.00197;3.15730;4.62035;36.82069;29.04305;61.66470;40.64615;12.60021;0.00503
0.60000;0.00000;9.81000;0.01000;0.04000;0.64000;0.47086;1.22500;0.00197;3.25532;4.61913;36.68966;28.81520;61.19699;41.25812;13.01279;0.00503
0.61000;0.00000;9.81000;0.01000;0.04000;0.64000;0.47074;1.22500;0.00197;3.35408;4.61792;36.55862;28.58661;60.72745;41.86539;13.43145;0.00503
0.62000;0.00000;9.81000;0.01000;0.04000;0.64000;0.47061;1.22500;0.00197;3.45355;4.61671;36.42759;28.35733;60.25619;42.46795;13.85613;0.00503
0.63000;0.00000;9.81000;0.01000;0.04000;0.64000;0.47049;1.22500;0.00197;3.55367;4.61550;36.29655;28.12738;59.78326;43.06578;14.28679;0.00503
0.64000;0.00000;9.81000;0.01000;0.04000;0.64000;0.47037;1.22500;0.00197;3.65443;4.61429;36.16552;27.89680;59.30875;43.65887;14.72337;0.00503
0.65000;0.00000;9.81000;0.01000;0.04000;0.64000;0.47024;1.22500;0.00197;3.75578;4.61308;36.03448;27.66563;58.83273;44.24720;15.16585;0.00503
0.66000;0.00000;9.81000;0.01000;0.04000;0.64000;0.47012;1.22500;0.00197;3.85768;4.61186;35.90345;27.43390;58.35528;44.83075;15.61415;0.00503
0.67000;0.00000;9.81000;0.01000;0.04000;0.64000;0.47000;1.22500;0.00197;3.96011;4.61065;35.77241;27.20165;57.87647;45.40952;16.06825;0.00503
0.68000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46987;1.22500;0.00197;4.06302;4.60944;35.64138;26.96892;57.39637;45.98348;16.52808;0.00503
0.69000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46975;1.22500;0.00197;4.16638;4.60823;35.51034;26.73574;56.91507;46.55263;16.99361;0.00503
0.70000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46962;1.22500;0.00197;4.27015;4.60702;35.37931;26.50214;56.43262;47.11696;17.46478;0.00503
0.71000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46950;1.22500;0.00197;4.37431;4.60580;35.24828;26.26816;55.94912;47.67645;17.94154;0.00503
0.72000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46938;1.22500;0.00197;4.47881;4.60459;35.11724;26.03384;55.46461;48.23109;18.42386;0.00503
0.73000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46925;1.22500;0.00197;4.58363;4.60338;34.98621;25.79920;54.97919;48.78089;18.91166;0.00503
0.74000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46913;1.22500;0.00197;4.68872;4.60217;34.85517;25.56428;54.49292;49.32582;19.40492;0.00503
0.75000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46901;1.22500;0.00197;4.79406;4.60096;34.72414;25.32912;54.00587;49.86587;19.90358;0.00503
0.76000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46888;1.22500;0.00197;4.89961;4.59975;34.59310;25.09375;53.51810;50.40105;20.40759;0.00503
0.77000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46876;1.22500;0.00197;5.00535;4.59853;34.46207;24.85819;53.02970;50.93135;20.91691;0.00503
0.78000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46864;1.22500;0.00197;5.11123;4.59732;34.33103;24.62249;52.54072;51.45676;21.43147;0.00503
0.79000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46851;1.22500;0.00197;5.21723;4.59611;34.20000;24.38666;52.05123;51.97727;21.95125;0.00503
0.80000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46839;1.22500;0.00197;5.32331;4.59490;34.06897;24.15076;51.56131;52.49288;22.47617;0.00503
0.81000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46827;1.22500;0.00197;5.42945;4.59369;33.93793;23.91480;51.07100;53.00359;23.00621;0.00503
0.82000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46814;1.22500;0.00197;5.53561;4.59247;33.80690;23.67881;50.58039;53.50940;23.54130;0.00503
0.83000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46802;1.22500;0.00197;5.64176;4.59126;33.67586;23.44284;50.08954;54.01029;24.08141;0.00503
0.84000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46790;1.22500;0.00197;5.74788;4.59005;33.54483;23.20690;49.59851;54.50628;24.62647;0.00503
0.85000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46777;1.22500;0.00197;5.85393;4.58884;33.41379;22.97102;49.10735;54.99735;25.17644;0.00503
0.86000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46765;1.22500;0.00197;5.95989;4.58763;33.28276;22.73524;48.61614;55.48351;25.73128;0.00503
0.87000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46752;1.22500;0.00197;6.06572;4.58642;33.15172;22.49959;48.12494;55.96476;26.29093;0.00503
0.88000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46740;1.22500;0.00197;6.17140;4.58520;33.02069;22.26408;47.63380;56.44110;26.85534;0.00503
0.89000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46728;1.22500;0.00197;6.27690;4.58399;32.88966;22.02876;47.14279;56.91253;27.42446;0.00503
0.90000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46715;1.22500;0.00197;6.38220;4.58278;32.75862;21.79364;46.65195;57.37905;27.99825;0.00503
0.91000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46703;1.22500;0.00197;6.48726;4.58157;32.62759;21.55876;46.16137;57.84066;28.57666;0.00503
0.92000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46691;1.22500;0.00197;6.59206;4.58036;32.49655;21.32414;45.67108;58.29737;29.15963;0.00503
0.93000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46678;1.22500;0.00197;6.69657;4.57914;32.36552;21.08980;45.18114;58.74918;29.74713;0.00503
0.94000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46666;1.22500;0.00197;6.80077;4.57793;32.23448;20.85578;44.69162;59.19610;30.33909;0.00503
0.95000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46654;1.22500;0.00197;6.90463;4.57672;32.10345;20.62210;44.20256;59.63813;30.93547;0.00503
0.96000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46641;1.22500;0.00197;7.00813;4.57551;31.97241;20.38877;43.71401;60.07527;31.53622;0.00503
0.97000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46629;1.22500;0.00197;7.11125;4.57430;31.84138;20.15584;43.22604;60.50753;32.14130;0.00503
0.98000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46617;1.22500;0.00197;7.21395;4.57309;31.71034;19.92331;42.73869;60.93491;32.75064;0.00503
0.99000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46604;1.22500;0.00197;7.31622;4.57187;31.57931;19.69122;42.25201;61.35743;33.36422;0.00503
1.00000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46592;1.22500;0.00197;7.41803;4.57066;31.44828;19.45958;41.76606;61.77509;33.98197;0.00503
1.01000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46580;1.22500;0.00197;7.51936;4.56945;31.31724;19.22843;41.28088;62.18790;34.60385;0.00503
1.02000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46567;1.22500;0.00197;7.62019;4.56824;31.18621;18.99777;40.79651;62.59587;35.22981;0.00503
1.03000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46555;1.22500;0.00197;7.72050;4.56703;31.05517;18.76765;40.31302;62.99900;35.85980;0.00503
1.04000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46542;1.22499;0.00197;7.82026;4.56581;30.92414;18.53806;39.83043;63.39730;36.49377;0.00503
1.05000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46530;1.22499;0.00197;7.91946;4.56460;30.79310;18.30904;39.34881;63.79079;37.13168;0.00503
1.06000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46518;1.22499;0.00197;8.01807;4.56339;30.66207;18.08060;38.86819;64.17947;37.77347;0.00503
1.07000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46505;1.22499;0.00197;8.11608;4.56218;30.53103;17.85278;38.38862;64.56336;38.41911;0.00503
1.08000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46493;1.22499;0.00197;8.21346;4.56097;30.40000;17.62557;37.91013;64.94246;39.06853;0.00503
1.09000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46481;1.22499;0.00197;8.31020;4.55976;30.26897;17.39901;37.43278;65.31679;39.72170;0.00503
1.10000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46468;1.22499;0.00197;8.40628;4.55854;30.13793;17.17311;36.95659;65.68635;40.37856;0.00503
1.11000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46456;1.22499;0.00197;8.50167;4.55733;30.00690;16.94789;36.48162;66.05117;41.03907;0.00503
1.12000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46444;1.22499;0.00197;8.59637;4.55612;29.87586;16.72338;36.00790;66.41125;41.70319;0.00503
1.13000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46431;1.22499;0.00197;8.69035;4.55491;29.74483;16.49957;35.53547;66.76660;42.37085;0.00503
1.14000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46419;1.22499;0.00197;8.78360;4.55370;29.61379;16.27650;35.06436;67.11725;43.04203;0.00503
1.15000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46407;1.22499;0.00197;8.87610;4.55248;29.48276;16.05418;34.59462;67.46319;43.71666;0.00503
1.16000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46394;1.22499;0.00197;8.96784;4.55127;29.35172;15.83262;34.12627;67.80446;44.39470;0.00503
1.17000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46382;1.22499;0.00197;9.05879;4.55006;29.22069;15.61184;33.65936;68.14105;45.07611;0.00503
1.18000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46370;1.22499;0.00197;9.14895;4.54885;29.08966;15.39185;33.19391;68.47299;45.76084;0.00503
1.19000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46357;1.22499;0.00197;9.23831;4.54764;28.95862;15.17268;32.72996;68.80029;46.44885;0.00503
1.20000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46345;1.22499;0.00197;9.32683;4.54643;28.82759;14.95433;32.26754;69.12296;47.14007;0.00503
1.21000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46332;1.22499;0.00197;9.41452;4.54521;28.69655;14.73681;31.80668;69.44103;47.83449;0.00503
1.22000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46320;1.22499;0.00197;9.50136;4.54400;28.56552;14.52015;31.34741;69.75451;48.53203;0.00503
1.23000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46308;1.22499;0.00197;9.58734;4.54279;28.43448;14.30435;30.88976;70.06340;49.23266;0.00503
1.24000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46295;1.22499;0.00197;9.67244;4.54158;28.30345;14.08943;30.43377;70.36774;49.93634;0.00503
1.25000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46283;1.22499;0.00197;9.75665;4.54037;28.17241;13.87540;29.97944;70.66753;50.64302;0.00503
1.26000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46271;1.22499;0.00197;9.83996;4.53915;28.04138;13.66226;29.52682;70.96280;51.35265;0.00503
1.27000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46258;1.22499;0.00197;9.92236;4.53794;27.91034;13.45004;29.07593;71.25356;52.06518;0.00503
1.28000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46246;1.22499;0.00197;10.00384;4.53673;27.77931;13.23874;28.62680;71.53983;52.78058;0.00503
1.29000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46234;1.22499;0.00197;10.08438;4.53552;27.64828;13.02838;28.17944;71.82162;53.49880;0.00503
1.30000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46221;1.22499;0.00197;10.16398;4.53431;27.51724;12.81895;27.73388;72.09896;54.21978;0.00503
1.31000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46209;1.22499;0.00197;10.24263;4.53310;27.38621;12.61048;27.29015;72.37187;54.94350;0.00503
1.32000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46197;1.22499;0.00197;10.32031;4.53188;27.25517;12.40298;26.84826;72.64035;55.66991;0.00503
1.33000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46184;1.22499;0.00197;10.39703;4.53067;27.12414;12.19644;26.40824;72.90443;56.39895;0.00503
1.34000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46172;1.22499;0.00197;10.47276;4.52946;26.99310;11.99088;25.97011;73.16413;57.13059;0.00503
1.35000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46160;1.22499;0.00197;10.54750;4.52825;26.86207;11.78632;25.53389;73.41947;57.86479;0.00503
1.36000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46147;1.22499;0.00197;10.62125;4.52704;26.73103;11.58275;25.09959;73.67047;58.60149;0.00503
1.37000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46135;1.22499;0.00197;10.69400;4.52582;26.60000;11.38018;24.66723;73.91714;59.34066;0.00503
1.38000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46122;1.22499;0.00197;10.76573;4.52461;26.46897;11.17862;24.23684;74.15951;60.08226;0.00503
1.39000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46110;1.22499;0.00197;10.83644;4.52340;26.33793;10.97809;23.80842;74.39759;60.82623;0.00503
1.40000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46098;1.22499;0.00197;10.90613;4.52219;26.20690;10.77857;23.38200;74.63141;61.57255;0.00503
1.41000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46085;1.22499;0.00197;10.97479;4.52098;26.07586;10.58009;22.95758;74.86099;62.32116;0.00503
1.42000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46073;1.22499;0.00197;11.04242;4.51977;25.94483;10.38265;22.53519;75.08634;63.07202;0.00503
1.43000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46061;1.22499;0.00197;11.10900;4.51855;25.81379;10.18624;22.11483;75.30749;63.82510;0.00503
1.44000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46048;1.22499;0.00197;11.17453;4.51734;25.68276;9.99089;21.69652;75.52445;64.58034;0.00503
1.45000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46036;1.22499;0.00197;11.23901;4.51613;25.55172;9.79658;21.28028;75.73726;65.33771;0.00503
1.46000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46024;1.22499;0.00197;11.30243;4.51492;25.42069;9.60334;20.86610;75.94592;66.09717;0.00503
1.47000;0.00000;9.81000;0.01000;0.04000;0.64000;0.46011;1.22499;0.00197;11.36480;4.51371;25.28966;9.41115;20.45401;76.15046;66.85868;0.00503
1.48000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45999;1.22499;0.00197;11.42610;4.51249;25.15862;9.22003;20.04402;76.35090;67.62219;0.00503
1.49000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45987;1.22499;0.00197;11.48632;4.51128;25.02759;9.02998;19.63612;76.54726;68.38766;0.00503
1.50000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45974;1.22499;0.00197;11.54548;4.51007;24.89655;8.84100;19.23035;76.73956;69.15505;0.00503
1.51000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45962;1.22499;0.00197;11.60356;4.50886;24.76552;8.65310;18.82669;76.92783;69.92433;0.00503
1.52000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45950;1.22499;0.00197;11.66057;4.50765;24.63448;8.46627;18.42516;77.11208;70.69545;0.00503
1.53000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45937;1.22499;0.00197;11.71649;4.50643;24.50345;8.28052;18.02577;77.29234;71.46838;0.00503
1.54000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45925;1.22499;0.00197;11.77133;4.50522;24.37241;8.09586;17.62852;77.46862;72.24306;0.00503
1.55000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45912;1.22499;0.00197;11.82508;4.50401;24.24138;7.91228;17.23342;77.64096;73.01947;0.00503
1.56000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45900;1.22499;0.00197;11.87775;4.50280;24.11034;7.72979;16.84047;77.80936;73.79757;0.00503
1.57000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45888;1.22499;0.00197;11.92934;4.50159;23.97931;7.54839;16.44968;77.97386;74.57730;0.00503
1.58000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45875;1.22499;0.00197;11.97983;4.50038;23.84828;7.36807;16.06106;78.13447;75.35865;0.00503
1.59000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45863;1.22499;0.00197;12.02923;4.49916;23.71724;7.18885;15.67460;78.29121;76.14156;0.00503
1.60000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45851;1.22499;0.00197;12.07754;4.49795;23.58621;7.01071;15.29031;78.44412;76.92600;0.00503
1.61000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45838;1.22499;0.00197;12.12476;4.49674;23.45517;6.83367;14.90820;78.59320;77.71193;0.00503
1.62000;0.00000;9.81000;0.01000;0.04000;0.64000;0.45826;1.22499;0.00197;12.17089;4.49553;23.32414;6.65772;14.52827;78.73848;78.49932;0.00503
