t;h0;g;dt;r;cd;m;Density;rf;F_cw;F_g;F_a;F_res;a;v;h
11.14000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.58534;4.27982;0.00000;-2.69448;-6.17615;-28.42721;273.20955;0.00503
11.15000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.59226;4.27982;0.00000;-2.68757;-6.16031;-28.48881;272.92466;0.00503
11.16000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.59916;4.27982;0.00000;-2.68066;-6.14448;-28.55026;272.63916;0.00503
11.17000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.60607;4.27982;0.00000;-2.67375;-6.12865;-28.61154;272.35304;0.00503
11.18000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.61297;4.27982;0.00000;-2.66685;-6.11283;-28.67267;272.06632;0.00503
11.19000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.61987;4.27982;0.00000;-2.65995;-6.09701;-28.73364;271.77898;0.00503
11.20000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.62677;4.27982;0.00000;-2.65306;-6.08120;-28.79445;271.49103;0.00503
11.21000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.63366;4.27982;0.00000;-2.64616;-6.06540;-28.85511;271.20248;0.00503
11.22000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.64055;4.27982;0.00000;-2.63927;-6.04961;-28.91560;270.91333;0.00503
11.23000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.64744;4.27982;0.00000;-2.63239;-6.03383;-28.97594;270.62357;0.00503
11.24000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.65432;4.27982;0.00000;-2.62550;-6.01805;-29.03612;270.33321;0.00503
11.25000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.66120;4.27982;0.00000;-2.61863;-6.00228;-29.09615;270.04224;0.00503
11.26000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.66807;4.27982;0.00000;-2.61175;-5.98652;-29.15601;269.75068;0.00503
11.27000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.67495;4.27982;0.00000;-2.60488;-5.97077;-29.21572;269.45853;0.00503
11.28000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.68181;4.27982;0.00000;-2.59801;-5.95503;-29.27527;269.16577;0.00503
11.29000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.68868;4.27982;0.00000;-2.59115;-5.93930;-29.33466;268.87243;0.00503
11.30000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.69553;4.27982;0.00000;-2.58429;-5.92358;-29.39390;268.57849;0.00503
11.31000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.70239;4.27982;0.00000;-2.57744;-5.90787;-29.45298;268.28396;0.00503
11.32000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.70924;4.27982;0.00000;-2.57058;-5.89217;-29.51190;267.98884;0.00503
11.33000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.71608;4.27982;0.00000;-2.56374;-5.87648;-29.57066;267.69313;0.00503
11.34000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.72293;4.27982;0.00000;-2.55690;-5.86079;-29.62927;267.39684;0.00503
11.35000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.72976;4.27982;0.00000;-2.55006;-5.84513;-29.68772;267.09996;0.00503
11.36000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.73659;4.27982;0.00000;-2.54323;-5.82947;-29.74602;266.80250;0.00503
11.37000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.74342;4.27982;0.00000;-2.53640;-5.81382;-29.80415;266.50446;0.00503
11.38000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.75024;4.27982;0.00000;-2.52958;-5.79818;-29.86214;266.20584;0.00503
11.39000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.75706;4.27982;0.00000;-2.52277;-5.78256;-29.91996;265.90664;0.00503
11.40000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.76387;4.27982;0.00000;-2.51595;-5.76694;-29.97763;265.60687;0.00503
11.41000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.77068;4.27982;0.00000;-2.50915;-5.75134;-30.03514;265.30651;0.00503
11.42000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.77748;4.27982;0.00000;-2.50235;-5.73576;-30.09250;265.00559;0.00503
11.43000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.78427;4.27982;0.00000;-2.49555;-5.72018;-30.14970;264.70409;0.00503
11.44000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.79106;4.27982;0.00000;-2.48876;-5.70462;-30.20675;264.40202;0.00503
11.45000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.79785;4.27982;0.00000;-2.48198;-5.68907;-30.26364;264.09939;0.00503
11.46000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.80462;4.27982;0.00000;-2.47520;-5.67353;-30.32038;263.79618;0.00503
11.47000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.81140;4.27982;0.00000;-2.46843;-5.65800;-30.37696;263.49241;0.00503
11.48000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.81816;4.27982;0.00000;-2.46166;-5.64249;-30.43338;263.18808;0.00503
11.49000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.82493;4.27982;0.00000;-2.45490;-5.62700;-30.48965;262.88318;0.00503
11.50000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.83168;4.27982;0.00000;-2.44814;-5.61151;-30.54577;262.57773;0.00503
11.51000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.83843;4.27982;0.00000;-2.44140;-5.59605;-30.60173;262.27171;0.00503
11.52000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.84517;4.27982;0.00000;-2.43465;-5.58059;-30.65753;261.96513;0.00503
11.53000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.85191;4.27982;0.00000;-2.42792;-5.56515;-30.71318;261.65800;0.00503
11.54000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.85864;4.27982;0.00000;-2.42119;-5.54973;-30.76868;261.35032;0.00503
11.55000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.86536;4.27982;0.00000;-2.41446;-5.53432;-30.82402;261.04207;0.00503
11.56000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.87208;4.27982;0.00000;-2.40775;-5.51892;-30.87921;260.73328;0.00503
11.57000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.87879;4.27982;0.00000;-2.40104;-5.50354;-30.93425;260.42394;0.00503
11.58000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.88549;4.27982;0.00000;-2.39434;-5.48818;-30.98913;260.11405;0.00503
11.59000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.89218;4.27982;0.00000;-2.38764;-5.47283;-31.04386;259.80361;0.00503
11.60000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.89887;4.27982;0.00000;-2.38095;-5.45749;-31.09843;259.49263;0.00503
11.61000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.90556;4.27982;0.00000;-2.37427;-5.44218;-31.15286;259.18110;0.00503
11.62000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.91223;4.27982;0.00000;-2.36759;-5.42688;-31.20712;258.86903;0.00503
11.63000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.91890;4.27982;0.00000;-2.36092;-5.41159;-31.26124;258.55641;0.00503
11.64000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.92556;4.27982;0.00000;-2.35426;-5.39632;-31.31520;258.24326;0.00503
11.65000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.93221;4.27982;0.00000;-2.34761;-5.38107;-31.36901;257.92957;0.00503
11.66000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.93886;4.27982;0.00000;-2.34096;-5.36584;-31.42267;257.61534;0.00503
11.67000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.94550;4.27982;0.00000;-2.33432;-5.35062;-31.47618;257.30058;0.00503
11.68000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.95213;4.27982;0.00000;-2.32769;-5.33542;-31.52953;256.98529;0.00503
11.69000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.95875;4.27982;0.00000;-2.32107;-5.32024;-31.58274;256.66946;0.00503
11.70000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.96537;4.27982;0.00000;-2.31445;-5.30508;-31.63579;256.35310;0.00503
11.71000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.97198;4.27982;0.00000;-2.30785;-5.28993;-31.68869;256.03622;0.00503
11.72000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.97858;4.27982;0.00000;-2.30124;-5.27480;-31.74143;255.71880;0.00503
11.73000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.98517;4.27982;0.00000;-2.29465;-5.25969;-31.79403;255.40086;0.00503
11.74000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.99176;4.27982;0.00000;-2.28807;-5.24460;-31.84648;255.08240;0.00503
11.75000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-1.99833;4.27982;0.00000;-2.28149;-5.22952;-31.89877;254.76341;0.00503
11.76000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.00490;4.27982;0.00000;-2.27492;-5.21447;-31.95092;254.44390;0.00503
11.77000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.01146;4.27982;0.00000;-2.26836;-5.19943;-32.00291;254.12387;0.00503
11.78000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.01801;4.27982;0.00000;-2.26181;-5.18441;-32.05476;253.80332;0.00503
11.79000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.02456;4.27982;0.00000;-2.25527;-5.16941;-32.10645;253.48226;0.00503
11.80000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.03109;4.27982;0.00000;-2.24873;-5.15443;-32.15799;253.16068;0.00503
11.81000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.03762;4.27982;0.00000;-2.24221;-5.13947;-32.20939;252.83858;0.00503
11.82000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.04414;4.27982;0.00000;-2.23569;-5.12453;-32.26063;252.51598;0.00503
11.83000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.05065;4.27982;0.00000;-2.22918;-5.10961;-32.31173;252.19286;0.00503
11.84000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.05715;4.27982;0.00000;-2.22268;-5.09471;-32.36268;251.86923;0.00503
11.85000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.06364;4.27982;0.00000;-2.21618;-5.07983;-32.41347;251.54510;0.00503
11.86000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.07012;4.27982;0.00000;-2.20970;-5.06496;-32.46412;251.22046;0.00503
11.87000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.07660;4.27982;0.00000;-2.20323;-5.05012;-32.51463;250.89531;0.00503
11.88000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.08306;4.27982;0.00000;-2.19676;-5.03530;-32.56498;250.56966;0.00503
11.89000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.08952;4.27982;0.00000;-2.19030;-5.02050;-32.61518;250.24351;0.00503
11.90000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.09597;4.27982;0.00000;-2.18385;-5.00572;-32.66524;249.91686;0.00503
11.91000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.10241;4.27982;0.00000;-2.17742;-4.99097;-32.71515;249.58971;0.00503
11.92000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.10884;4.27982;0.00000;-2.17099;-4.97623;-32.76491;249.26206;0.00503
11.93000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.11526;4.27982;0.00000;-2.16457;-4.96151;-32.81453;248.93391;0.00503
11.94000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.12167;4.27982;0.00000;-2.15816;-4.94682;-32.86400;248.60527;0.00503
11.95000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.12807;4.27982;0.00000;-2.15175;-4.93214;-32.91332;248.27614;0.00503
11.96000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.13446;4.27982;0.00000;-2.14536;-4.91749;-32.96249;247.94651;0.00503
11.97000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.14085;4.27982;0.00000;-2.13898;-4.90286;-33.01152;247.61640;0.00503
11.98000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.14722;4.27982;0.00000;-2.13260;-4.88825;-33.06040;247.28579;0.00503
11.99000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.15358;4.27982;0.00000;-2.12624;-4.87366;-33.10914;246.95470;0.00503
12.00000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.15994;4.27982;0.00000;-2.11989;-4.85910;-33.15773;246.62313;0.00503
12.01000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.16628;4.27982;0.00000;-2.11354;-4.84456;-33.20618;246.29106;0.00503
12.02000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.17262;4.27982;0.00000;-2.10721;-4.83004;-33.25448;245.95852;0.00503
12.03000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.17894;4.27982;0.00000;-2.10088;-4.81554;-33.30263;245.62549;0.00503
12.04000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.18526;4.27982;0.00000;-2.09457;-4.80106;-33.35064;245.29199;0.00503
12.05000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.19156;4.27982;0.00000;-2.08826;-4.78661;-33.39851;244.95800;0.00503
12.06000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.19786;4.27982;0.00000;-2.08197;-4.77218;-33.44623;244.62354;0.00503
12.07000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.20414;4.27982;0.00000;-2.07568;-4.75777;-33.49381;244.28860;0.00503
12.08000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.21042;4.27982;0.00000;-2.06941;-4.74339;-33.54124;243.95319;0.00503
12.09000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.21668;4.27982;0.00000;-2.06314;-4.72903;-33.58853;243.61730;0.00503
12.10000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.22294;4.27982;0.00000;-2.05689;-4.71469;-33.63568;243.28095;0.00503
12.11000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.22918;4.27982;0.00000;-2.05064;-4.70038;-33.68268;242.94412;0.00503
12.12000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.23542;4.27982;0.00000;-2.04441;-4.68608;-33.72954;242.60682;0.00503
12.13000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.24164;4.27982;0.00000;-2.03818;-4.67182;-33.77626;242.26906;0.00503
12.14000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.24786;4.27982;0.00000;-2.03197;-4.65757;-33.82284;241.93083;0.00503
12.15000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.25406;4.27982;0.00000;-2.02576;-4.64335;-33.86927;241.59214;0.00503
12.16000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.26025;4.27982;0.00000;-2.01957;-4.62916;-33.91556;241.25298;0.00503
12.17000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.26644;4.27982;0.00000;-2.01339;-4.61499;-33.96171;240.91337;0.00503
12.18000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.27261;4.27982;0.00000;-2.00721;-4.60084;-34.00772;240.57329;0.00503
12.19000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.27877;4.27982;0.00000;-2.00105;-4.58671;-34.05359;240.23275;0.00503
12.20000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.28492;4.27982;0.00000;-1.99490;-4.57261;-34.09932;239.89176;0.00503
12.21000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.29106;4.27982;0.00000;-1.98876;-4.55854;-34.14490;239.55031;0.00503
12.22000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.29719;4.27982;0.00000;-1.98263;-4.54449;-34.19035;239.20841;0.00503
12.23000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.30331;4.27982;0.00000;-1.97651;-4.53046;-34.23565;238.86605;0.00503
12.24000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.30942;4.27982;0.00000;-1.97040;-4.51646;-34.28081;238.52324;0.00503
12.25000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.31552;4.27982;0.00000;-1.96431;-4.50249;-34.32584;238.17999;0.00503
12.26000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.32160;4.27982;0.00000;-1.95822;-4.48854;-34.37072;237.83628;0.00503
12.27000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.32768;4.27982;0.00000;-1.95214;-4.47461;-34.41547;237.49212;0.00503
12.28000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.33374;4.27982;0.00000;-1.94608;-4.46071;-34.46008;237.14752;0.00503
12.29000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.33980;4.27982;0.00000;-1.94003;-4.44683;-34.50455;236.80248;0.00503
12.30000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.34584;4.27982;0.00000;-1.93398;-4.43298;-34.54888;236.45699;0.00503
12.31000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.35187;4.27982;0.00000;-1.92795;-4.41916;-34.59307;236.11106;0.00503
12.32000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.35789;4.27982;0.00000;-1.92193;-4.40536;-34.63712;235.76469;0.00503
12.33000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.36390;4.27982;0.00000;-1.91592;-4.39158;-34.68104;235.41788;0.00503
12.34000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.36990;4.27982;0.00000;-1.90992;-4.37783;-34.72482;235.07063;0.00503
12.35000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.37589;4.27982;0.00000;-1.90394;-4.36411;-34.76846;234.72294;0.00503
12.36000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.38186;4.27982;0.00000;-1.89796;-4.35041;-34.81196;234.37482;0.00503
12.37000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.38783;4.27982;0.00000;-1.89200;-4.33674;-34.85533;234.02627;0.00503
12.38000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.39378;4.27982;0.00000;-1.88604;-4.32310;-34.89856;233.67729;0.00503
12.39000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.39972;4.27982;0.00000;-1.88010;-4.30948;-34.94165;233.32787;0.00503
12.40000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.40565;4.27982;0.00000;-1.87417;-4.29588;-34.98461;232.97802;0.00503
12.41000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.41157;4.27982;0.00000;-1.86825;-4.28232;-35.02744;232.62775;0.00503
12.42000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.41748;4.27982;0.00000;-1.86235;-4.26878;-35.07012;232.27705;0.00503
12.43000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.42337;4.27982;0.00000;-1.85645;-4.25526;-35.11268;231.92592;0.00503
12.44000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.42926;4.27982;0.00000;-1.85056;-4.24177;-35.15509;231.57437;0.00503
12.45000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.43513;4.27982;0.00000;-1.84469;-4.22831;-35.19738;231.22240;0.00503
12.46000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.44099;4.27982;0.00000;-1.83883;-4.21488;-35.23953;230.87000;0.00503
12.47000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.44684;4.27982;0.00000;-1.83298;-4.20147;-35.28154;230.51718;0.00503
12.48000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.45268;4.27982;0.00000;-1.82714;-4.18809;-35.32342;230.16395;0.00503
12.49000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.45851;4.27982;0.00000;-1.82132;-4.17473;-35.36517;229.81030;0.00503
12.50000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.46432;4.27982;0.00000;-1.81550;-4.16140;-35.40678;229.45623;0.00503
12.51000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.47013;4.27982;0.00000;-1.80970;-4.14810;-35.44826;229.10175;0.00503
12.52000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.47592;4.27982;0.00000;-1.80391;-4.13483;-35.48961;228.74685;0.00503
12.53000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.48170;4.27982;0.00000;-1.79813;-4.12158;-35.53083;228.39154;0.00503
12.54000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.48746;4.27982;0.00000;-1.79236;-4.10836;-35.57191;228.03582;0.00503
12.55000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.49322;4.27982;0.00000;-1.78660;-4.09517;-35.61286;227.67970;0.00503
12.56000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.49896;4.27982;0.00000;-1.78086;-4.08200;-35.65368;227.32316;0.00503
12.57000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.50470;4.27982;0.00000;-1.77513;-4.06886;-35.69437;226.96622;0.00503
12.58000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.51042;4.27982;0.00000;-1.76941;-4.05575;-35.73493;226.60887;0.00503
12.59000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.51612;4.27982;0.00000;-1.76370;-4.04267;-35.77536;226.25111;0.00503
12.60000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.52182;4.27982;0.00000;-1.75800;-4.02961;-35.81565;225.89296;0.00503
12.61000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.52750;4.27982;0.00000;-1.75232;-4.01658;-35.85582;225.53440;0.00503
12.62000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.53318;4.27982;0.00000;-1.74665;-4.00358;-35.89585;225.17544;0.00503
12.63000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.53884;4.27982;0.00000;-1.74099;-3.99060;-35.93576;224.81608;0.00503
12.64000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.54449;4.27982;0.00000;-1.73534;-3.97766;-35.97554;224.45633;0.00503
12.65000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.55012;4.27982;0.00000;-1.72970;-3.96474;-36.01518;224.09617;0.00503
12.66000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.55575;4.27982;0.00000;-1.72408;-3.95185;-36.05470;223.73563;0.00503
12.67000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.56136;4.27982;0.00000;-1.71847;-3.93898;-36.09409;223.37469;0.00503
12.68000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.56696;4.27982;0.00000;-1.71287;-3.92615;-36.13335;223.01335;0.00503
12.69000;0.00000;9.81000;0.01000;0.04000;0.64000;0.43627;1.22497;0.00197;-2.57254;4.27982;0.00000;-1.70728;-3.91334;-36.17249;222.65163;0.00503
